main.js:3190	Elenca tutti i vault presenti su disco: è la fonte dell'elenco «Progetti esistenti».
main.js:3288	Apre il dialogo di sistema per scegliere una cartella.
main.js:3324	Apre nel Finder la cartella di un vault.
main.js:3412	Dice dov'è la cartella madre «MappAI - file» e se l'organizzazione è attiva.
main.js:3585	Elenca le sessioni di studio registrate su disco.
main.js:3670	Apre il dialogo di sistema per scegliere un file.
main.js:3684	Estrae il testo da un DOCX (con mammoth).
main.js:3711	Scarica una pagina web e ne estrae il testo, per la fonte URL.
main.js:3738	Carica i template dei prompt: quelli del repo più l'eventuale override dell'utente.
main.js:3764	Salva i template dei prompt modificati nella dashboard admin.
public/js/storageAdapter.js:43	Carica le chiavi API dal portachiavi quando l'app gira fuori da Electron.
public/js/storageAdapter.js:64	Salva una chiave API nel portachiavi (iPadOS/web).
public/js/admin_prompts.js:46	Traduce le etichette della dashboard admin.
public/js/admin_prompts.js:148	Apre la dashboard admin dei prompt (CTRL+SHIFT+P,O,I,U).
public/js/admin_prompts.js:171	Chiude la dashboard admin.
public/js/admin_prompts.js:177	Carica da disco la configurazione dei prompt.
public/js/admin_prompts.js:188	Disegna l'elenco dei template nella dashboard.
public/js/admin_prompts.js:272	Cambia tab nella dashboard (MINDMAPS, KG, …).
public/js/admin_prompts.js:279	Apre un template nell'editor della dashboard.
public/js/admin_prompts.js:290	Salva il template modificato (finisce nell'override in userData).
public/js/admin_prompts.js:308	Mostra l'area di prova del template.
public/js/admin_prompts.js:316	Prova il template con una chiamata AI vera e mostra la risposta.
public/js/admin_prompts.js:349	Rimette un template al valore di fabbrica.
public/js/admin_prompts.js:391	Rimette TUTTI i template ai valori di fabbrica (serve quando l'override è vecchio).
public/js/mappai-generation-support.js:105	Assegna a un hub il gruppo (e quindi il colore) dei suoi vicini, per votazione.
public/js/mappai-generation-support.js:155	Trova i nodi doppi e li fonde in cross-link invece di lasciarli duplicati.
public/js/mappai-generation-support.js:275	Toglie dai nodi i chunk verbatim quando il freeze è acceso.
public/js/mappai-generation-support.js:636	Dice se la validazione delle macro-aree L1 è accesa.
public/js/mappai-generation-support.js:664	Dice se il catalogo dei rami fratelli va nei prompt di Fase 3.
public/js/mappai-generation-support.js:695	Chiede gli embedding dei testi al provider (servono al dedup semantico).
public/js/mappai-generation-support.js:730	Fonde i nodi semanticamente uguali usando gli embedding, con soglia e tetto.
public/js/mappai-generation-support.js:828	Dice se la Fase 5 (riclassificazione dei nodi mal collocati) è accesa.
public/js/mappai-generation-support.js:1196	Riscrive le descrizioni troppo magre andando a ripescare la fonte.
public/js/mappai-generation-support.js:1298	Controlla le macro-aree L1 appena generate: doppioni, titoli composti, numero.
public/js/mappai-generation-support.js:1508	Dice se la Fase 4 (merge e cross-link semantici) è accesa.
public/js/mappai-generation-support.js:1746	Dice se la Fase 3.7 di approfondimento è accesa (lo è di default).
public/js/mappai-generation-support.js:1783	LA FASE 3.7: per ogni ramo chiede all'AI i nodi di approfondimento «_D».
public/js/mappai-generation-support.js:2035	Imposta a mano la profondità della generazione (1-5).
public/js/mappai-generation-support.js:2044	Accende la profondità automatica, decisa dal triage.
public/js/mappai-generation-support.js:2048	Aggiorna il bottone della profondità automatica.
public/js/mappai-generation-support.js:2146	IL PASSAGGIO DI COPERTURA: una sola chiamata sul residuo della fonte per recuperare i concetti persi.
public/js/mappai-generation-support.js:2316	Dice se il giudice può APPLICARE le correzioni o solo segnalarle.
public/js/mappai-generation-support.js:2320	IL GIUDICE: rilegge ogni ramo con davanti le frasi vere e cerca gli errori di senso.
public/js/mappai-l1-checkpoint.js:49	Dice se il checkpoint delle macro-aree è acceso.
public/js/mappai-tree-sanitizer.js:139	Ripara l'albero appena generato: livelli sbagliati, genitori inesistenti, ID doppi.
public/js/mappai-anchor.js:50	APPLICA L'ÀNCORA alla mappa: a ogni nodo le frasi vere della fonte, poi misura copertura e fedeltà.
public/js/mappai-entity-backbone.js:178	Dice se la diagnostica sulle entità sparse è accesa.
public/js/mappai-lenses.js:176	Accende o spegne una lente di estrazione.
public/js/mappai-lenses.js:192	Applica un preset disciplinare di lenti (Storia, Scienze, …).
public/js/mappai-disciplines.js:74	Imposta la disciplina attiva (o la toglie se ripremi la stessa).
public/js/mappai-disciplines.js:110	Costruisce il pezzo di prompt di sistema che dice all'AI in che disciplina siamo.
public/js/mappai-disciplines.js:144	Disegna il selettore delle discipline.
public/js/mappai-contextual-ai.js:12	Apre «Espandi con AI» su un nodo.
public/js/mappai-contextual-ai.js:31	Esegue l'espansione: manda testo o PDF all'AI e attacca i nodi nuovi sotto quello scelto.
public/js/mappai-contextual-ai.js:159	Passa da «incolla testo» a «carica PDF» dentro quel modale.
public/js/mappai-contextual-ai.js:185	Riceve il PDF scelto per l'espansione.
public/js/mappai-contextual-ai.js:194	Chiude il modale dell'espansione.
public/js/mappai-material-pipeline.js:43	IL LUCCHETTO: dice se l'app sta già generando qualcosa. Da chiamare prima di ogni avvio.
public/js/mappai-branch-synthesis.js:257	Porta la pagina alla citazione numerata cliccata nella sintesi.
public/js/mappai-branch-synthesis.js:455	Genera la sintesi di un ramo con l'AI, con le citazioni alla fonte.
public/js/mappai-branch-synthesis.js:1497	Apre la sintesi appena fatta nell'editor dei documenti.
public/js/mappai-branch-synthesis.js:1513	Stampa la sintesi di ramo.
public/js/mappai-branch-synthesis.js:2026	Fa leggere la sintesi ad alta voce e ne salva l'audio.
public/js/mappai-doc-editor.js:88	Rimette l'anteprima del documento allo zoom naturale.
public/js/mappai-doc-editor.js:127	Cambia il carattere di QUESTO documento (vuoto = quello della Cabina).
public/js/mappai-doc-editor.js:327	Apre una sintesi di ramo dentro l'editor dei documenti.
public/js/mappai-doc-editor.js:582	Cambia la famiglia di un nesso nella catena dei perché.
public/js/mappai-doc-editor.js:595	Aggiunge una riga alla catena dei perché.
public/js/mappai-doc-editor.js:600	Elimina una riga della catena dei perché.
public/js/mappai-doc-editor.js:605	Sposta su o giù una riga della catena dei perché.
public/js/mappai-doc-editor.js:650	Cambia il formato del foglio dei nodi (quante card per pagina).
public/js/mappai-doc-editor.js:664	Mette o toglie la griglia di sfondo al foglio dei nodi.
public/js/mappai-doc-editor.js:668	Sceglie fino a che livello scendono le card del foglio.
public/js/mappai-doc-editor.js:725	Aggiunge una parola chiave a una card.
public/js/mappai-doc-editor.js:739	Toglie una parola chiave da una card.
public/js/mappai-doc-editor.js:744	Sposta una card nel foglio.
public/js/mappai-doc-editor.js:759	Rimette nel foglio tutte le card che avevi tolto.
public/js/mappai-doc-editor.js:880	Torna all'elenco dei documenti, avvisando se ci sono modifiche non salvate.
public/js/mappai-doc-editor.js:963	Annulla l'ultima modifica al documento.
public/js/mappai-doc-editor.js:1007	Aggiunge una domanda al quiz.
public/js/mappai-doc-editor.js:1017	Elimina una domanda del quiz (con conferma).
public/js/mappai-doc-editor.js:1025	Sposta una domanda su o giù.
public/js/mappai-doc-editor.js:1030	Aggiunge un'opzione a una domanda a scelta multipla.
public/js/mappai-doc-editor.js:1035	Toglie un'opzione.
public/js/mappai-doc-editor.js:1040	Segna quale opzione è quella giusta.
public/js/mappai-doc-editor.js:1064	Cambia il tipo di un blocco di testo (titolo, paragrafo, …).
public/js/mappai-doc-editor.js:1076	Aggiunge un blocco di testo alla sintesi.
public/js/mappai-doc-editor.js:1086	Elimina un blocco di testo.
public/js/mappai-doc-editor.js:1092	Sposta un blocco di testo.
public/js/mappai-doc-editor.js:1112	Colora il testo selezionato.
public/js/mappai-doc-editor.js:1127	La pipetta: prende un colore da qualunque punto dello schermo.
public/js/mappai-study-export-core.js:188	Restituisce un documento di studio archiviato dal suo id.
public/js/mappai-print-dossier.js:42	Apre il modale che stampa le etichette dei nodi.
public/js/mappai-print-dossier.js:1403	Stampa il dossier di tutti i nodi.
public/js/mappai-print-dossier.js:1407	Apre il modale di configurazione del dossier PDF.
public/js/mappai-print-dossier.js:1453	Chiude quel modale.
public/js/mappai-print-dossier.js:1465	Aggiorna le opzioni quando cambi il nodo di partenza del dossier.
public/js/mappai-print-dossier.js:1477	GENERA IL DOSSIER PDF con le opzioni scelte (jsPDF, testo vettoriale).
public/js/mappai-quiz-print.js:997	Stampa tutti i set di studio della mappa.
public/js/mappai-quiz-print.js:1031	Ricostruisce il percorso della fonte a partire dal nome del file.
public/js/mappai-visione.js:394	Monta la superficie delle immagini (dentro CREA o dentro ELABORA).
public/js/mappai-visione.js:578	Apre la scheda di una fonte iconografica.
public/js/mappai-visione.js:589	Restituisce la scheda immagine su cui si sta lavorando.
public/js/mappai-visione.js:590	Dimentica la scheda immagine corrente.
public/js/mappai-visione.js:598	Con una foto fra le fonti il genere cambia: non si fa la mappa, si fa il dossier.
public/js/mappai-visione.js:671	Crea una scheda nuova da un'immagine e la fa leggere a Gemini.
public/js/mappai-timeline.js:325	Apre il modale che configura la timeline (compatta o con contesto).
public/js/mappai-timeline.js:436	Chiede all'AI gli eventi datati, li deduplica e apre la timeline.
public/js/mappai-latex.js:58	Dice se un testo contiene formule da far rendere a KaTeX.
public/js/mappai-text-utils.js:62	Spezza un'etichetta nelle sue righe.
public/js/mappai-correction-mode.js:57	Annulla la revisione mappa in corso e rimette tutto com'era.
public/js/mappai-structure-analyzer.js:635	Trova gli «hub di significato»: i nodi da cui passa più ragionamento (betweenness).
public/js/mappai-suggestions-panel.js:101	Disegna il pannello dei suggerimenti strutturali.
public/js/mappai-suggestions-panel.js:149	Fonde un nodo del cluster suggerito nel suo nodo àncora.
public/js/mappai-suggestions-panel.js:169	Dice se il pannello dei suggerimenti è acceso.
public/js/mappai-meta-analysis.js:122	Analizza il vault di UNO studente: volume, sessioni, padronanza.
public/js/mappai-meta-analysis.js:183	Confronta gli studenti fra loro e restituisce il quadro della classe.
public/js/mappai-meta-analysis.js:246	Chiede all'AI un feedback costruttivo su uno studente.
public/js/mappai-meta-analysis.js:279	Chiede all'AI di leggere le chat di uno studente e dirne qualcosa.
public/js/mappai-elabora.js:64	Dice se c'è una mappa vera su cui ELABORA può lavorare.
public/js/mappai-elabora.js:171	Smonta il pannello della fonte.
public/js/mappai-elabora.js:172	Disegna il pannello della fonte dentro la console.
public/js/mappai-elabora.js:193	Esegue un'azione sulla fonte (estrai domande, esporta il PDF evidenziato).
public/js/mappai-elabora.js:201	Ridisegna ELABORA.
public/js/mappai-elabora.js:261	Aggancio: quando salvi un nodo, ELABORA si ridisegna.
public/js/mappai-elabora.js:622	Esporta il PDF della fonte con le evidenziazioni per nodo.
public/js/mappai-elabora.js:1033	Sceglie che cosa mostrare nella colonna destra.
public/js/mappai-elabora.js:1046	Apre o chiude un ramo nell'albero di ELABORA.
public/js/mappai-elabora.js:1048	Clic su una riga dell'albero: porta alla scheda del nodo.
public/js/mappai-elabora.js:1054	Porta la vista sulla scheda di quel nodo.
public/js/mappai-elabora.js:1063	Rinomina un nodo da ELABORA.
public/js/mappai-elabora.js:1074	Apre il modale di modifica del nodo da ELABORA.
public/js/mappai-elabora.js:1110	Trascinamento nell'albero: sposta un nodo sotto un altro.
public/js/mappai-elabora.js:1137	Annulla la scelta del nodo con cui fondere.
public/js/mappai-elabora.js:1374	Cambia vista della fonte (testo, PDF).
public/js/mappai-elabora.js:1381	Va a una pagina precisa del PDF.
public/js/mappai-elabora.js:1497	Mette da parte un rilievo dell'analisi.
public/js/mappai-elabora.js:1499	Apre il selettore per aggiungere un PDF come fonte.
public/js/mappai-elabora.js:1501	Riceve il PDF aggiunto e lo registra come fonte.
public/js/mappai-elabora.js:1516	Aggiunge una fonte incollando del testo.
public/js/mappai-elabora.js:1623	Scrive nel vault le fonti caricate, in modo che restino con la mappa.
public/js/mappai-elabora.js:1744	Rimette in memoria le fonti salvate nel vault quando riapri una mappa.
public/js/mappai-elabora.js:1796	Va a ripescare i testi delle fonti che mancano.
public/js/mappai-elabora.js:1972	Chiude ELABORA e torna alla mappa.
public/js/mappai-elabora-console.js:46	Dice se ELABORA gira nella forma console (oggi sempre).
public/js/mappai-d3-render.js:1040	Inchioda o libera i nodi: con i nodi fissi la mappa non si muove più da sola.
public/js/mappai-d3-render.js:1063	Accende e spegne la fisica della simulazione.
public/js/mappai-d3-render.js:1065	Accende e spegne l'attrazione fra i nodi.
public/js/mappai-d3-render.js:1104	Ingrandisce o rimpicciolisce il testo dei nodi.
public/js/mappai-d3-render.js:1109	Ingrandisce o rimpicciolisce il testo sulle frecce.
public/js/mappai-d3-render.js:1117	Dice se le etichette sono nascoste.
public/js/mappai-d3-render.js:1118	Dice come si mostrano i verbi sulle frecce (niente, corto, intero).
public/js/mappai-d3-render.js:1131	Esporta la mappa come immagine PNG.
public/js/mappai-d3-render.js:1506	Esporta la mappa come SVG vettoriale.
public/js/mappai-d3-render.js:1546	Allarga o stringe le distanze fra i nodi.
public/js/mappai-d3-render.js:1563	Rimette i nodi dove li avevi lasciati (disposizione salvata).
public/js/mappai-d3-render.js:1579	Cambia disposizione: libera, radiale, ad albero.
public/js/mappai-d3-render.js:1665	Aggiorna la scritta del bottone della disposizione.
public/js/mappai-d3-render.js:1699	Applica alla simulazione le forze della disposizione scelta.
public/js/mappai-d3-render.js:1736	Imposta come si vedono i verbi sulle frecce.
public/js/mappai-d3-render.js:1752	Aggiorna la scritta del bottone dei testi.
public/js/mappai-d3-render.js:1781	Ricalcola quanti link ha ogni nodo (serve ai filtri).
public/js/mappai-d3-render.js:1802	Applica i filtri della vista: livelli, nodi poco connessi, lenti.
public/js/mappai-d3-render.js:1846	Aggiorna la scritta del cursore dei livelli.
public/js/mappai-d3-render.js:1863	Reagisce al cursore dei livelli.
public/js/mappai-d3-render.js:1873	Reagisce al cursore del filtro sui collegamenti.
public/js/mappai-ui-canvas.js:99	Mostra o toglie il velo di attesa, col testo di quel che sta succedendo.
public/js/mappai-ui-canvas.js:162	Rinomina la mappa dal titolo in alto.
public/js/mappai-ui-canvas.js:241	Passa dalla landing alla vista mappa.
public/js/mappai-ui-canvas.js:278	Torna alla landing (e ricarica la pagina: non si fa durante una generazione).
public/js/mappai-ui-canvas.js:313	Porta la vista su un nodo e lo apre.
public/js/mappai-ui-canvas.js:323	IL CLIC SU UN NODO: apre la scheda, o serve alle modalità fondi/collega/seleziona.
public/js/mappai-ui-canvas.js:475	Simula il clic su un nodo (da codice, senza mouse).
public/js/mappai-ui-canvas.js:480	Apre la scheda del nodo con descrizione, fonti, immagini, strumenti.
public/js/mappai-ui-canvas.js:725	Apre un link del nodo nel browser di sistema.
public/js/mappai-ui-canvas.js:739	Chiude la scheda del nodo.
public/js/mappai-ui-canvas.js:756	Rimette lo zoom della mappa a zero.
public/js/mappai-ui-canvas.js:761	Aggiorna il passo 4 del modulo secondo la modalità scelta.
public/js/mappai-ui-canvas.js:785	Sceglie MindMap o Knowledge Graph.
public/js/mappai-ui-canvas.js:946	Aggiunge una riga per dettare a mano una macro-area L1.
public/js/mappai-ui-canvas.js:959	Toglie quella riga.
public/js/mappai-ui-canvas.js:963	Riordina la mappa lasciando fermi i nodi inchiodati.
public/js/mappai-ui-canvas.js:991	Salva la disposizione attuale dei nodi.
public/js/mappai-ui-canvas.js:1012	Esporta la mappa come file JSON.
public/js/mappai-ui-canvas.js:1030	Apre nel Finder la cartella delle mappe.
public/js/mappai-ui-canvas.js:1043	Importa una mappa da un file JSON.
public/js/mappai-context-menu.js:11	Chiude il lightbox dell'immagine.
public/js/mappai-context-menu.js:62	Apre il menu contestuale (tasto destro o pressione lunga) su nodo o freccia.
public/js/mappai-context-menu.js:223	Esegue la voce scelta nel menu contestuale.
public/js/mappai-edit-modal.js:106	Cambia il colore del nodo in modifica.
public/js/mappai-edit-modal.js:113	Disegna l'elenco dei link del nodo.
public/js/mappai-edit-modal.js:125	Disegna l'elenco delle immagini del nodo.
public/js/mappai-edit-modal.js:137	Aggiunge un link al nodo.
public/js/mappai-edit-modal.js:147	Toglie un link.
public/js/mappai-edit-modal.js:152	Aggiunge un'immagine da indirizzo.
public/js/mappai-edit-modal.js:162	Toglie un'immagine.
public/js/mappai-edit-modal.js:167	Sceglie un file locale da allegare al nodo.
public/js/mappai-edit-modal.js:177	Carica un'immagine dal disco nel nodo.
public/js/mappai-edit-modal.js:189	Rimette la descrizione originale dell'AI, buttando le tue modifiche.
public/js/mappai-edit-modal.js:197	Chiude il modale di modifica.
public/js/mappai-edit-modal.js:206	SALVA le modifiche al nodo (testo, colore, link, immagini) e ridisegna.
public/js/mappai-edit-modal.js:253	Aggiorna nella barra laterale le note che hai scritto tu.
public/js/mappai-node-merge.js:6	Avvia «Fondi con…»: il prossimo nodo cliccato sarà quello che assorbe.
public/js/mappai-node-merge.js:15	Annulla la modalità fondi.
public/js/mappai-node-merge.js:21	Riceve il nodo bersaglio della fusione.
public/js/mappai-node-merge.js:37	ESEGUE LA FUSIONE di A dentro B: figli, link, fonti, colori, livelli e gruppi ricalcolati.
public/js/mappai-node-merge.js:123	Avvia «Cambia link»: il prossimo nodo cliccato diventa il nuovo genitore.
public/js/mappai-node-merge.js:132	Annulla la modalità cambia-link.
public/js/mappai-node-merge.js:137	Riceve il nuovo genitore scelto.
public/js/mappai-node-merge.js:152	ESEGUE LO SPOSTAMENTO: stacca A dal vecchio genitore, lo attacca al nuovo, ricalcola livelli e colori.
public/js/mappai-merge-validate.js:14	Unisce alla mappa aperta un'altra mappa presa da file.
public/js/mappai-merge-validate.js:67	Annulla l'unione.
public/js/mappai-merge-validate.js:78	Conferma l'unione delle due mappe.
public/js/mappai-merge-validate.js:302	Chiude il modale di validazione del link.
public/js/mappai-merge-validate.js:309	Conferma il verbo scritto su quella freccia.
public/js/mappai-merge-validate.js:326	Elimina un link proposto dall'AI.
public/js/mappai-multiselect.js:103	Ridisegna l'evidenza dei nodi selezionati.
public/js/mappai-multiselect.js:111	Svuota la selezione multipla.
public/js/mappai-search-finder.js:8	Evidenzia in giallo il testo cercato dentro un risultato.
public/js/mappai-search-finder.js:17	Cerca dentro la mappa aperta e accende i nodi che corrispondono.
public/js/mappai-search-finder.js:64	IL SUPER FINDER: cerca dentro TUTTI i vault su disco, non solo nella mappa aperta.
public/js/mappai-search-finder.js:191	Svuota la ricerca globale.
public/js/mappai-sidebar-resize.js:32	Applica (e ricorda) la larghezza della barra laterale.
public/js/mappai-effort-view.js:54	Aggancio al disegno: dopo ogni ridisegno rimette la tinta del «Lavoro».
public/js/mappai-mastery-view.js:68	Aggancio al disegno: dopo ogni ridisegno rimette la tinta della «Padronanza».
public/js/mappai-studio-view.js:121	Salva il profilo della Vista studio (motore, focus, centro).
public/js/mappai-studio-view.js:135	Restituisce il profilo della Vista studio, riempiendo i valori mancanti.
public/js/mappai-studio-view.js:221	Il profilo del Focus: che cosa resta acceso quando ti concentri su un ramo.
public/js/mappai-studio-view.js:352	Disegna la Vista studio.
public/js/mappai-studio-view.js:411	Il nome leggibile di un motore di disposizione.
public/js/mappai-studio-view.js:551	Costruisce il pannello dei controlli della Vista studio nella barra laterale.
public/js/mappai-studio-view.js:824	Apre il Focus su un nodo: il resto della mappa si spegne.
public/js/mappai-studio-view.js:958	Apre la descrizione del nodo in grande, per leggerla.
public/js/mappai-studio-view.js:1177	Esce dalla Vista studio e torna alla mappa normale.
public/js/mappai-studio-view.js:1259	Cambia motore di disposizione della Vista studio.
public/js/mappai-vista-ridotta.js:140	Dice a che passo è la forma ridotta di COSTRUISCI.
public/js/mappai-vista-ridotta.js:158	Aggiorna la forma ridotta: sblocca il passo raggiunto.
public/js/mappai-vista-ridotta.js:401	Accende o spegne la forma ridotta.
public/js/mappai-vista-ridotta.js:411	Inverte la forma ridotta.
public/js/mappai-vista-ridotta.js:419	Aggancio a setMode: dopo il cambio MM/KG risincronizza la forma ridotta.
public/js/mappai-vault-io.js:75	Prepara l'oggetto che verrà scritto nel vault: nodi, link, fonti, vista, contesto.
public/js/mappai-vault-io.js:108	SALVA LA MAPPA NEL VAULT (la strada normale del salvataggio).
public/js/mappai-vault-io.js:289	Carica la mappa dimostrativa.
public/js/mappai-vault-io.js:351	CARICA UN VAULT scegliendo la cartella.
public/js/mappai-vault-io.js:510	Gestisce il clic su «Importa» distinguendo Electron da iPadOS.
public/js/mappai-vault-io.js:525	Importa un vault su iPadOS, da file zip.
public/js/mappai-vault-io.js:571	Apre il selettore per importare un JSON.
public/js/mappai-vault-io.js:576	Crea una mappa vuota col solo nodo radice.
public/js/mappai-vault-manager.js:23	Chiude il gestore dei vault.
public/js/mappai-vault-manager.js:34	Carica ed elenca i vault trovati su disco.
public/js/mappai-vault-manager.js:85	Apre un vault dato il percorso, senza passare dal dialogo.
public/js/mappai-vault-manager.js:282	Azzera lo stato legato al vault precedente (revisione, manifest, pipeline).
public/js/mappai-vaults-bus.js:52	Annuncia che le cartelle sono cambiate: gli elenchi aperti si aggiornano da soli.
public/js/mappai-storage-lang.js:669	Carica un progetto salvato dall'elenco.
public/js/mappai-storage-lang.js:693	Cambia la lingua dell'interfaccia e ritraduce la pagina.
public/js/mappai-scelta.js:54	Legge i fogli di domande disponibili per una mappa (quiz, domande aperte).
public/js/mappai-scelta.js:279	Costruisce il serbatoio di domande di un tipo.
public/js/mappai-scelta.js:283	I due serbatoi (aperte e scelta multipla) per il lanciatore.
public/js/mappai-scelta.js:288	Apre l'attività a scelta dentro l'app (senza QR).
public/js/mappai-scelta-view.js:144	L'etichetta leggibile del taglio della domanda (definizione, causa, …).
public/js/mappai-collab-teacher.js:134	Apre la proiezione col QR della Lavagna, per la LIM.
public/js/mappai-jigsaw.js:447	Spegne la modalità JIGSAW.
public/js/mappai-jigsaw.js:453	Stampa in console se JIGSAW è acceso e su quale ramo.
public/js/mappai-landing-teach.js:43	Legge il registro delle classi e dei progetti.
